13,Tres Palmas Inn,Miami,FL,33101,6978 Maddox Wall,8882902076,http://www.trespalmasinn.com/,Resort,5.0,171.96,"Free Wi-Fi, Spa, Parking, Room Service, Rooftop Terrace, Restaurant, Swimming Pool",170,2026-04-10 00:15:14.962654+03
14,Metro Hotel Couva,Miami,FL,33101,184 Rodriguez Mews,8682215987,,Luxury,3.6,46.64,"Kids Club, Restaurant, Spa, Concierge, Rooftop Terrace",172,2026-04-10 00:15:14.962654+03
15,Hotel Indigo,Miami,FL,33101,0482 Monica Hills,8778879471,https://www.miamilakeshotelandgolf.com/?utm_source=local-directories&utm_medium=organic&utm_campaign=travelclick-localconnect,Resort,4.6,352.53,"24-Hour Front Desk, Restaurant, Free Wi-Fi, Pet-Friendly",185,2026-04-10 00:15:14.962654+03
16,Bookohotel,Miami,FL,33101,52880 Burns Creek,7865814146,http://bookohotel.com/,Budget,3.7,514.19,"Business Centre, Swimming Pool, Conference Rooms, Laundry Service, Pet-Friendly",60,2026-04-10 00:15:14.962654+03
17,Touristguidepanama.Com,Miami,FL,33101,3039 Christopher Oval Apt. 822,7864747993,,Luxury,2.7,457.09,"Airport Shuttle, Conference Rooms, EV Charging, Parking, Gym, Kids Club, Laundry Service",330,2026-04-10 00:15:14.962654+03
18,Marriott's,Miami,FL,33101,248 Brandt Plains Apt. 465,7862503101,,Mid-range,3.6,514.10,"Pet-Friendly, Room Service, 24-Hour Front Desk, Business Centre",284,2026-04-10 00:15:14.962654+03
19,Khr,Miami,FL,33186,14471 SW 139th Avenue Cir W,3052556463,,Mid-range,3.6,158.47,"Free Wi-Fi, Business Centre, Kids Club, Conference Rooms, Swimming Pool",382,2026-04-10 00:15:14.962654+03
20,CruiseOne,Miami,FL,33130,713 Caleb Brooks Apt. 930,4089529148,http://www.7starcruises.com/,Mid-range,4.1,79.04,"Rooftop Terrace, Gym, Business Centre",162,2026-04-10 00:15:14.962654+03
21,Global Hotel Co,Miami,FL,33101,031 Michele Cliffs,3055979851,,Mid-range,4.2,317.31,"EV Charging, Business Centre, Conference Rooms, Room Service, Bar, Spa, Swimming Pool",69,2026-04-10 00:15:14.962654+03
22,Palmer House Hotel,Miami Beach,FL,33139,7382 Sanchez Mountains,3056736970,,Boutique,4.1,258.91,"Swimming Pool, Spa, Conference Rooms, Bar, 24-Hour Front Desk, Restaurant",75,2026-04-10 00:15:14.962654+03
23,European Hotels,Miami Beach,FL,33139,11656 Owens Stream Apt. 106,3055359723,,Mid-range,3.1,315.82,"Concierge, Restaurant, Parking, Business Centre",147,2026-04-10 00:15:14.962654+03
24,Venezia Hotel,Miami Beach,FL,33139,33387 Robert Harbors Suite 317,3055319288,,Budget,4.7,268.78,"Spa, Swimming Pool, Free Wi-Fi, Kids Club, Room Service, Conference Rooms, Gym",228,2026-04-10 00:15:14.962654+03
25,South Florida Teen Travel,Miami,FL,33101,80132 Tucker Forest,5617031252,,Mid-range,3.7,481.65,"Restaurant, Room Service, Free Wi-Fi",219,2026-04-10 00:15:14.962654+03
26,Island Outpost Hotels,Miami Beach,FL,33139,26064 Mitchell Square Suite 234,3056045000,,Luxury,3.2,189.05,"EV Charging, Airport Shuttle, Bar, Kids Club, Spa, Free Wi-Fi, Pet-Friendly",396,2026-04-10 00:15:14.962654+03
27,GetARoom,Miami,FL,33101,98050 Breanna Parkway,8004683578,http://www.getaroom.com/,Boutique,3.9,73.87,"EV Charging, Kids Club, Restaurant, Free Wi-Fi, Parking, Swimming Pool, Gym",55,2026-04-10 00:15:14.962654+03
28,Hyatt Miami at the Blue,Miami,FL,33101,81219 Emma Freeway,,http://theblue.hyatt.com/hyatt/hotels/index.jsp?src=agn_mls_hyt_lk_localeze_miahb,Mid-range,4.0,248.91,"Business Centre, Swimming Pool, Gym, Bar, Rooftop Terrace, Pet-Friendly, Room Service",287,2026-04-10 00:15:14.962654+03
29,Hyatt Hotels & Resorts,Miami,FL,33101,93990 Robert Prairie Suite 435,8883620088,,Boutique,3.3,148.15,"Business Centre, Parking, Room Service, Gym, Rooftop Terrace",350,2026-04-10 00:15:14.962654+03
30,adultvacationonly.net,Miami,FL,33101,6247 Hickman Cliffs,3052240940,,Boutique,3.2,514.15,"Free Wi-Fi, Laundry Service, Spa",57,2026-04-10 00:15:14.962654+03
31,Four Points by Sheraton Miami Beach,Miami,FL,33101,9911 William Curve,3055317494,http://www.starwoodhotels.com/fourpoints,Resort,3.8,178.93,"Gym, Business Centre, 24-Hour Front Desk, Airport Shuttle, Conference Rooms",244,2026-04-10 00:15:14.962654+03
32,Miami Airport Marriott,Miami,FL,33101,35427 Carr Valley Apt. 841,3056495000,https://www.marriott.com/hotels/travel/miaap-miami-airport-marriott/?scid=45f93f1b-bd77-45c9-8dab-83b6a417f6fe,Boutique,4.6,353.90,"Free Wi-Fi, Pet-Friendly, Spa, Laundry Service, Gym, Airport Shuttle, Swimming Pool",74,2026-04-10 00:15:14.962654+03
33,Sofitel Hotel,Miami,FL,33101,1182 Campbell Fords,3052644888,http://larivieramiami.com/,Mid-range,4.4,182.54,"Bar, Rooftop Terrace, Conference Rooms, Kids Club, Laundry Service, Airport Shuttle, Parking",270,2026-04-10 00:15:14.962654+03
34,La Quinta,Cutler Bay,FL,33189,10821 Caribbean Blvd,3052780001,http://www.laquinta.com/,Budget,3.1,91.61,"Parking, Swimming Pool, Free Wi-Fi, Restaurant, Room Service, Gym",346,2026-04-10 00:15:14.962654+03
35,Holiday Inn Express & Suites Miami-Kendall,Miami,FL,33186,13475 SW 131st St,8003458082,https://www.hiexpress.com/redirect?path=hd&brandCode=ex&hotelCode=miafl&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-yellowpages-_-ex-_-MIAFL&glat=MEDI,Mid-range,4.9,419.32,"Concierge, Free Wi-Fi, Spa, Swimming Pool, 24-Hour Front Desk, Gym, Parking",38,2026-04-10 00:15:14.962654+03
36,Six Continents Hotels Inc,Miami,FL,33186,13600 SW 139th Ct,3059644999,,Resort,4.6,324.03,"Airport Shuttle, Swimming Pool, Pet-Friendly, Restaurant, Room Service, Free Wi-Fi",203,2026-04-10 00:15:14.962654+03
37,Candlewood Suites Miami Exec Airport - Kendall,Miami,FL,33186,13600 SW 142nd Court Cir S,8009806467,https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=miaka&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-yellowpages-_-cw-_-MIAKA&glat=MEDI,Mid-range,3.0,381.80,"Conference Rooms, Concierge, Airport Shuttle, Laundry Service, Spa",103,2026-04-10 00:15:14.962654+03
38,The Village Chalet,Miami,FL,33170,12312 SW 224th St,3052588900,http://www.cauleysquare.com/,Mid-range,4.9,490.12,"Restaurant, Rooftop Terrace, Concierge",362,2026-04-10 00:15:14.962654+03
39,WoodSpring Suites Miami Southwest,Palmetto Bay,FL,33157,16055 SW 89th Avenue Rd,7865097373,https://www.woodspring.com/extended-stay-hotels/locations/florida/miami/woodspring-suites-miami-southwest,Mid-range,4.7,179.74,"Room Service, Swimming Pool, EV Charging",133,2026-04-10 00:15:14.962654+03
40,Holiday Inn Express & Suites Kendall East - Miami,Miami,FL,33176,11520 N Kendall Dr,8003458082,https://www.hiexpress.com/redirect?path=hd&brandCode=ex&hotelCode=miall&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-yellowpages-_-ex-_-MIALL&glat=MEDI,Luxury,3.0,221.58,"Business Centre, Free Wi-Fi, Bar, EV Charging",188,2026-04-10 00:15:14.962654+03
41,Puerta Del Sol,Miami,FL,33176,9958 N Kendall Dr,3052704820,,Budget,3.2,533.28,"24-Hour Front Desk, Kids Club, Room Service, Rooftop Terrace, Concierge",294,2026-04-10 00:15:14.962654+03
42,TownePlace Suites Miami Kendall West,Miami,FL,33196,9055 SW 162nd Path,3053835511,http://www.marriott.com/towneplace-suites/travel.mi,Budget,3.3,103.25,"Restaurant, Parking, Swimming Pool, EV Charging, Pet-Friendly",242,2026-04-10 00:15:14.962654+03
43,Hilton Miami Dadeland,Miami,FL,33176,9100 N Kendall Dr,7869751920,https://ad.doubleclick.net/ddm/clk/317271033;145636969;l;u=Y_MIADAHH_W_D?http://www3.hilton.com/en_US/hi/doorway/index.htm?sourceCode=00081391&redirectURL=http%3A%2F%2Fwww3.hilton.com%2Fen%2Fhotels%2F0%2FMIADAHH%2Findex.html%3FWT.mc_id%3DzDA01MB2OLG34YX,Boutique,3.4,265.38,"Spa, Room Service, Bar, Airport Shuttle, Free Wi-Fi, 24-Hour Front Desk, EV Charging",20,2026-04-10 00:15:14.962654+03
44,Kendall Hotel and Suites,Miami,FL,33176,9100 N Kendall Dr,3052797700,,Resort,3.8,391.86,"24-Hour Front Desk, Concierge, Gym, Rooftop Terrace",189,2026-04-10 00:15:14.962654+03
45,America's Best Inn,Homestead,FL,33032,26476 S Dixie Hwy,3052583034,http://www.americasbestinns.com/,Budget,4.1,408.48,"Kids Club, Pet-Friendly, Concierge, Restaurant, Bar",376,2026-04-10 00:15:14.962654+03
46,Radisson,Miami,FL,33176,9100 N Kendall Dr,3052797700,http://www.kendallhotelandsuites.com/,Mid-range,3.2,141.88,"Restaurant, Pet-Friendly, Room Service, Parking, Concierge, Free Wi-Fi",175,2026-04-10 00:15:14.962654+03
47,Country Inns & Suites,Miami,FL,33183,11750 Mills Dr,3052700359,http://countryinns.com/,Luxury,3.2,441.81,"Rooftop Terrace, Laundry Service, Kids Club, Business Centre, Conference Rooms, Spa, Parking",262,2026-04-10 00:15:14.962654+03
48,Hampton Inn by Hilton,Homestead,FL,33033,2855 NE 9th St,3052577000,http://www.hamptoninn.com/,Mid-range,4.5,377.72,"Kids Club, Rooftop Terrace, Gym, Concierge, Room Service",140,2026-04-10 00:15:14.962654+03
49,Aloft Miami Dadeland,Miami,FL,33156,7600 N Kendall Dr,3055956000,http://www.aloftmiamidadeland.com/,Mid-range,4.2,452.31,"Free Wi-Fi, Swimming Pool, Business Centre, EV Charging",332,2026-04-10 00:15:14.962654+03
50,Silver Palms and Dadeland,Miami,FL,33143,7403 SW 82nd St,3056692798,,Budget,4.6,274.99,"Bar, Room Service, EV Charging, Conference Rooms, Spa, Gym, Rooftop Terrace",372,2026-04-10 00:15:14.962654+03
51,Marvel Travel Inc,Miami,FL,33165,10971 Sw 40th St,3052260909,http://www.marvelvacations.com/,Budget,2.5,438.10,"Restaurant, Kids Club, Laundry Service, Free Wi-Fi",305,2026-04-10 00:15:14.962654+03
52,Air Boat USA,Homestead,FL,33031,19305 SW 264th St,3052477469,http://www.airboatusa.com/,Budget,3.1,275.51,"Kids Club, Rooftop Terrace, Laundry Service, Pet-Friendly, Concierge, 24-Hour Front Desk",278,2026-04-10 00:15:14.962654+03
53,Shaner Hotel Group,Homestead,FL,33033,935 NE 30th Ter,7866502222,http://www.marriotte.com/,Resort,3.6,270.19,"EV Charging, Laundry Service, Parking, Room Service",146,2026-04-10 00:15:14.962654+03
54,A-1 Budget Motel,Homestead,FL,33030,1300 N Homestead Blvd,3052477032,http://www.a1budget.com/,Boutique,4.6,431.74,"EV Charging, Business Centre, Parking, Kids Club, Swimming Pool, 24-Hour Front Desk, Airport Shuttle",140,2026-04-10 00:15:14.962654+03
55,Mdm Hotel Group Inc,Miami,FL,33156,9090 S Dadeland Blvd,3056715110,http://mdmusa.com/,Boutique,3.2,495.98,"Airport Shuttle, Conference Rooms, Business Centre",216,2026-04-10 00:15:14.962654+03
56,TravelersBest,Miami,FL,33175,4635 SW 117th Ave,3053865925,,Mid-range,4.2,77.44,"Rooftop Terrace, Laundry Service, Concierge, Free Wi-Fi, Spa, Bar",219,2026-04-10 00:15:14.962654+03
57,Cahill Paul,Miami,FL,33173,7655 SW 88th Pl,3054120228,,Resort,4.8,522.76,"Room Service, EV Charging, Free Wi-Fi",200,2026-04-10 00:15:14.962654+03
58,Whitney's-Marriott Dadeland,Miami,FL,33156,9090 S Dadeland Blvd,3056701035,http://www.marriott.com/MIADD,Luxury,3.2,475.99,"Conference Rooms, Business Centre, EV Charging, Spa, Airport Shuttle, Bar",268,2026-04-10 00:15:14.962654+03
59,DC Hotels,Miami,FL,33156,9075 S Dadeland Blvd,3056702244,,Boutique,2.6,382.78,"Restaurant, Laundry Service, Airport Shuttle, Pet-Friendly, Parking, Free Wi-Fi",221,2026-04-10 00:15:14.962654+03
60,A-1 Budget Motel,Homestead,FL,33030,1300 N Homestead Blvd,3052477032,http://www.a1budget.com/,Budget,4.0,87.39,"Airport Shuttle, Laundry Service, Restaurant, Free Wi-Fi, Conference Rooms, Bar",187,2026-04-10 00:15:14.962654+03
61,Mdm Hotel Group Inc,Miami,FL,33156,9090 S Dadeland Blvd,3056715110,http://mdmusa.com/,Boutique,3.0,215.44,"Parking, Concierge, Conference Rooms, Kids Club, Swimming Pool, Business Centre",29,2026-04-10 00:15:14.962654+03
62,TravelersBest,Miami,FL,33175,4635 SW 117th Ave,3053865925,,Budget,4.4,549.95,"Business Centre, Gym, Swimming Pool, Room Service, Free Wi-Fi",146,2026-04-10 00:15:14.962654+03
63,Hampton Inn Miami Dadeland,Miami,FL,33143,8200 SW 70th Ave,3052690072,https://ad.doubleclick.net/ddm/clk/317271033;145636969;l;u=Y_MIADLHX_W_D?http://www3.hilton.com/en_US/hi/doorway/index.htm?sourceCode=00081391&redirectURL=http%3A%2F%2Fwww3.hilton.com%2Fen%2Fhotels%2F0%2FMIADLHX%2Findex.html%3FWT.mc_id%3DzDA01MB2OLG34YX,Budget,3.0,358.77,"Airport Shuttle, EV Charging, Spa, Pet-Friendly",131,2026-04-10 00:15:14.962654+03
64,Cahill Paul,Miami,FL,33173,7655 SW 88th Pl,3054120228,,Boutique,3.7,432.28,"Spa, Restaurant, Pet-Friendly, Swimming Pool",316,2026-04-10 00:15:14.962654+03
65,Whitney's-Marriott Dadeland,Miami,FL,33156,9090 S Dadeland Blvd,3056701035,http://www.marriott.com/MIADD,Boutique,2.6,335.78,"Room Service, Bar, Gym, Pet-Friendly, 24-Hour Front Desk, Rooftop Terrace",144,2026-04-10 00:15:14.962654+03
66,Courtyard by Marriott Miami Dadeland,Miami,FL,33156,9075 S Dadeland Blvd,3056701220,https://www.marriott.com/hotels/travel/miacy-courtyard-miami-dadeland/?scid=45f93f1b-bd77-45c9-8dab-83b6a417f6fe,Boutique,2.8,474.40,"Spa, Swimming Pool, 24-Hour Front Desk, Parking, Bar, Rooftop Terrace, Restaurant",55,2026-04-10 00:15:14.962654+03
67,DC Hotels,Miami,FL,33156,9075 S Dadeland Blvd,3056702244,,Boutique,3.8,51.39,"EV Charging, Spa, Concierge, Restaurant, Rooftop Terrace, Business Centre",382,2026-04-10 00:15:14.962654+03
68,Deluxe Inn Motel,Homestead,FL,33033,28475 S Dixie Hwy,3052485622,,Mid-range,2.9,415.57,"Conference Rooms, EV Charging, Laundry Service, Bar, Concierge",394,2026-04-10 00:15:14.962654+03
69,Unique Vacations,Miami,FL,33155,4950 SW 72nd Ave,3052841300,http://www.sandals.com/,Boutique,4.0,475.12,"Parking, Laundry Service, Business Centre",257,2026-04-10 00:15:14.962654+03
70,C I G Hospitality,Miami,FL,33155,4702 SW 74th Ave,3056679767,,Luxury,3.9,214.88,"Rooftop Terrace, Restaurant, EV Charging, Spa, Kids Club, Room Service",152,2026-04-10 00:15:14.962654+03
71,J & J Hospitality Group,South Miami,FL,33143,6800 SW 57th Ave,7867175994,,Resort,3.4,399.10,"Conference Rooms, Free Wi-Fi, Bar, Swimming Pool, Spa",388,2026-04-10 00:15:14.962654+03
72,Baymont Inn & Suites,Florida City,FL,33034,553 NE 1st Ave,3057903477,http://www.baymontinns.com/,Resort,3.5,427.87,"EV Charging, Laundry Service, Free Wi-Fi, Swimming Pool, Airport Shuttle, Spa",227,2026-04-10 00:15:14.962654+03
73,Miami Hotels,Homestead,FL,33030,Hmsd,3052484300,,Boutique,4.2,380.30,"EV Charging, Kids Club, 24-Hour Front Desk, Bar, Conference Rooms",301,2026-04-10 00:15:14.962654+03
74,Tradewinds Motel,Homestead,FL,33030,846 N Krome Ave,3052475050,http://tradewindsmotel.net/,Luxury,3.3,181.81,"Business Centre, Spa, Bar, Restaurant, Swimming Pool",400,2026-04-10 00:15:14.962654+03
75,Budget Host Inn,Homestead,FL,33030,815 N Krome Ave,3052482741,http://www.budgethost.com/,Mid-range,3.8,141.73,"Parking, Kids Club, Pet-Friendly, Swimming Pool, Concierge, Spa",171,2026-04-10 00:15:14.962654+03
76,Uptown Suites Extended Stay Miami FL – Homestead,Florida City,FL,33034,1071 NW 3rd Ave,8668798943,http://res.windsurfercrs.com/ibe/index.aspx?propertyID=15335&promo=trip&nights=7,Mid-range,3.1,197.65,"Airport Shuttle, Parking, Swimming Pool, Free Wi-Fi, Kids Club, Conference Rooms, 24-Hour Front Desk",84,2026-04-10 00:15:14.962654+03
77,"Home2 Suites by Hilton Florida City, FL",Homestead,FL,33034,77 NE 3rd St,3052483155,https://ad.doubleclick.net/ddm/clk/317271033;145636969;l;u=Y_MIAFAHT_W_D?http://www3.hilton.com/en_US/hi/doorway/index.htm?sourceCode=00081391&redirectURL=http%3A%2F%2Fwww3.hilton.com%2Fen%2Fhotels%2F0%2FMIAFAHT%2Findex.html%3FWT.mc_id%3DzDA01MB2OLG34YX,Luxury,4.1,96.81,"Pet-Friendly, EV Charging, Kids Club",245,2026-04-10 00:15:14.962654+03
78,Coral Roc Motel,Homestead,FL,33030,1100 N Krome Ave,3052462888,,Budget,3.4,172.50,"Spa, Gym, Room Service, Business Centre, Swimming Pool, Pet-Friendly",342,2026-04-10 00:15:14.962654+03
79,And Beyond,Miami,FL,33184,909 SW 122nd Ave,3052212906,,Mid-range,4.2,120.34,"Pet-Friendly, Gym, Business Centre, Swimming Pool, Parking, Room Service, Bar",330,2026-04-10 00:15:14.962654+03
80,Caribe Motel,Homestead,FL,33030,841 N Krome Ave,3052472442,,Resort,4.0,158.97,"Room Service, Laundry Service, Kids Club, Airport Shuttle, Concierge, Pet-Friendly, Bar",176,2026-04-10 00:15:14.962654+03
81,Budget Host,Florida City,FL,33034,815 N Krome Ave,3052482741,http://budgethost.com/,Budget,3.9,352.86,"Bar, Conference Rooms, Parking",358,2026-04-10 00:15:14.962654+03
82,Knights Inn,Florida City,FL,33034,1223 NE 1st Ave,3052476633,http://www.knightsinn.com/,Mid-range,2.7,132.78,"Restaurant, Free Wi-Fi, Concierge",250,2026-04-10 00:15:14.962654+03
83,Knights Inn Florida City,Homestead,FL,33030,1223 NE 1st Ave,3052476633,http://knightsinn.com/,Luxury,4.2,192.09,"Pet-Friendly, Conference Rooms, Laundry Service, Swimming Pool",371,2026-04-10 00:15:14.962654+03
84,Holiday Inn,Coral Gables,FL,33146,1350 S Dixie Hwy,8775772584,https://www.holidayinn.com/redirect?path=hd&brandCode=hi&hotelCode=miaum&_PMID=99601036&cm_mmc=mdpr-_-yellowpages-_-hi-_-MIAUM&glat=MEDI,Boutique,3.1,442.85,"Bar, Concierge, Spa, Parking, EV Charging, Rooftop Terrace, Gym",156,2026-04-10 00:15:14.962654+03
85,Floridian Hotel,Homestead,FL,33030,990 N Homestead Blvd,3052477020,http://www.floridianhotel.com/,Budget,4.6,75.12,"Pet-Friendly, Laundry Service, Spa, Business Centre, 24-Hour Front Desk",175,2026-04-10 00:15:14.962654+03
86,The Inn of Homestead,Homestead,FL,33030,1020 N Homestead Blvd,3052482121,http://www.joneshospitality.com/,Boutique,4.2,297.74,"Laundry Service, Gym, Swimming Pool, Conference Rooms, Bar, 24-Hour Front Desk",185,2026-04-10 00:15:14.962654+03
87,Redland Hotel,Homestead,FL,33030,5 S Flagler Ave,3052461904,http://www.cityhallbistromartinibar.com/,Budget,4.0,91.12,"Free Wi-Fi, Parking, Swimming Pool, Room Service, Laundry Service, Gym, Business Centre",285,2026-04-10 00:15:14.962654+03
88,Holiday Inn Express & Suites Florida City-Gateway To Keys,Homestead,FL,33034,35200 S Dixie Hwy,8003458082,https://www.hiexpress.com/redirect?path=hd&brandCode=ex&hotelCode=fcffl&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-yellowpages-_-ex-_-FCFFL&glat=MEDI,Boutique,4.1,136.65,"Concierge, EV Charging, Gym, Business Centre, Restaurant, Bar, Conference Rooms",184,2026-04-10 00:15:14.962654+03
89,Travelodge,Homestead,FL,33034,409 SE 1st Ave,3054821961,http://www.travelodge.com/,Mid-range,4.2,211.55,"Pet-Friendly, Room Service, Swimming Pool, Business Centre, EV Charging, Restaurant",149,2026-04-10 00:15:14.962654+03
90,Estancia Hotel,Miami,FL,33126,7685 NW 12th St,3054036130,http://www.estanciasuites.com/,Luxury,3.3,481.78,"Conference Rooms, Laundry Service, Concierge",47,2026-04-10 00:15:14.962654+03
91,Grove Suites,Miami,FL,33133,2699 Tigertail Ave,3052851620,,Boutique,3.0,359.43,"Laundry Service, Swimming Pool, Bar, Airport Shuttle, Parking, Gym",167,2026-04-10 00:15:14.962654+03
92,Hyatt Regency Coral Gables,Coral Gables,FL,33134,50 Alhambra Plz,3054411234,http://www.place.hyatt.com/,Luxury,3.6,106.32,"Business Centre, Restaurant, Pet-Friendly, Parking, Free Wi-Fi, Laundry Service, Bar",67,2026-04-10 00:15:14.962654+03
93,TRAVELODGE Florida City-Homestead,Homestead,FL,33034,409 SE 1st Ave,3054821961,http://travelodge.com/,Budget,3.1,278.03,"Airport Shuttle, EV Charging, Pet-Friendly",280,2026-04-10 00:15:14.962654+03
94,Holiday Inn Port Of Miami-Downtown,Miami,FL,33132,340 Biscayne Blvd,8003458082,https://www.holidayinn.com/redirect?path=hd&brandCode=hi&hotelCode=miabb&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-yellowpages-_-hi-_-MIABB&glat=MEDI,Luxury,4.3,466.54,"Business Centre, Laundry Service, Airport Shuttle, Bar, Spa, Pet-Friendly",280,2026-04-10 00:15:14.962654+03
95,Holiday Inn Miami-Doral Area,Doral,FL,33172,3255 NW 87th Ave,8003458082,https://www.holidayinn.com/redirect?path=hd&brandCode=hi&hotelCode=miawc&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-yellowpages-_-hi-_-MIAWC&glat=MEDI,Mid-range,4.4,481.33,"Concierge, Rooftop Terrace, Parking, Conference Rooms, Free Wi-Fi",164,2026-04-10 00:15:14.962654+03
122,Miami Tempo Hotel,Miami,FL,33132,1100 Biscayne Blvd,7863690296,http://www.tempohotelmiami.com/,Mid-range,3.2,543.70,"Parking, Restaurant, Spa, Rooftop Terrace, Concierge, Free Wi-Fi, Gym",27,2026-04-10 00:15:14.962654+03
96,Holiday Inn Miami-International Airport,Miami Springs,FL,33166,1111 S Royal Poinciana Blvd,8003458082,https://www.holidayinn.com/redirect?path=hd&brandCode=hi&hotelCode=miaia&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-yellowpages-_-hi-_-MIAIA&glat=MEDI,Resort,4.3,337.86,"Airport Shuttle, Laundry Service, EV Charging, Restaurant, Kids Club, Parking",298,2026-04-10 00:15:14.962654+03
97,Holiday Inn Express Miami-Arpt Ctrl-Miami Springs,Miami Springs,FL,33166,5125 NW 36th St,8003458082,https://www.hiexpress.com/redirect?path=hd&brandCode=ex&hotelCode=miaat&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-yellowpages-_-ex-_-MIAAT&glat=MEDI,Boutique,3.4,484.15,"Room Service, Business Centre, Concierge, Free Wi-Fi",182,2026-04-10 00:15:14.962654+03
98,Holiday Inn Express & Suites Miami Airport East,Miami,FL,33142,2601 NW 42nd Ave,8003458082,https://www.hiexpress.com/redirect?path=hd&brandCode=ex&hotelCode=miaex&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-yellowpages-_-ex-_-MIAEX&glat=MEDI,Luxury,4.4,239.97,"EV Charging, Swimming Pool, Airport Shuttle, Parking",322,2026-04-10 00:15:14.962654+03
